,id,phases,sponsor,collaborators,interventions,locations,enrollment,conditions,Start Date,Max Phase
621,NCT05840211,Phase 3,Gilead Sciences,,"Xeloda®,Capecitabine,Abraxane®,GS-0132,Paclitaxel,IMMU-132,Nab-paclitaxel,Sacituzumab Govitecan-hziy,Taxol®,Trodelvy™","Poland,Brazil,Hungary,Belgium,Israel,Italy,Taiwan,United Kingdom,Mexico,China,Argentina,Hong Kong,Singapore,Australia,United States,Japan,Germany,Austria,Portugal,Korea, Republic of,Spain,Canada,Chile,Greece,Malaysia,Czechia,South Africa,France",654,"Stage IV Breast Cancer,Locally Advanced or Unresectable Metastatic Breast Cancer",2023-05-08,3
622,NCT05650879,Phase 1,Enliven Therapeutics,,"Trastuzumab emtansine,Enhertu,Kadcyla,T-DXd,Fam-Trastuzumab Deruxtecan-Nxki,T-DM1,ELVN-002","Italy,Korea, Republic of,Spain,Taiwan,Australia,United States,France",198,"HER2 Gene Mutation,HER2 Mutant Non-small Cell Lung Cancer,HER2-positive Metastatic Breast Cancer,HER2 Amplification",2023-03-20,1
623,NCT05633654,Phase 3,Gilead Sciences,"NSABP Foundation Inc,Alliance Foundation Trials, LLC.","Xeloda,KEYTRUDA®,Pembrolizumab,Capecitabine,GS-0132,Sacituzumab govitecan-hziy (SG),IMMU-132,Trodelvy™",United States,1514,Triple Negative Breast Cancer,2022-12-12,3
624,NCT05593094,Phase 1,Suzhou Zanrong Pharma Limited,,"ZN-A-1041 + T-DM1 3.6 mg/kg iv. for Phase1c,ZN-A-1041 800mg BID,ZN-A-1041 + PHESGO / Herceptin plus Perjeta injection for Phase1b,ZN-A-1041 50mg BID,ZN-A-1041 + PHESGO / Herceptin plus Perjeta injection for Phase1c,ZN-A-1041 + T-Dxd 5.4 mg/kg iv. for Phase1c,ZN-A-1041 + T-DM1 3.6 mg/kg iv. for Phase1b,ZN-A-1041 Enteric Capsules,ZN-A-1041 100mg BID,ZN-A-1041 1000mg BID,ZN-A-1041 200mg BID,ZN-A-1041 600mg BID,ZN-A-1041 + T-Dxd 5.4 mg/kg iv. for Phase1b,ZN-A-1041 400mg BID",United States,210,"HER2-positive Breast Cancer,Advanced Solid Tumors",2020-10-15,1
625,NCT05415215,Phase 3,Hoffmann-La Roche,,"Radiotherapy,Kadcyla®,Trastuzumab Emtansine,Perjeta®,Fixed Dose Combination of Pertuzumab and Trastuzumab for Subcutaneous Use (PH FDC SC),Pertuzumab, Trastuzumab, and Hyaluronidase-zzxf,Herceptin®,ado-trastuzumab emtansine,Pertuzumab IV,RG6264,RO0452317,Pertuzumab, Trastuzumab, and rHuPH20,Trastuzumab IV,RO5304020,T-DM1,Surgery,PHESGO®,RO7198574,RO4368451,Investigator's Choice of Chemotherapy","Costa Rica,Kenya,Mexico,India,Peru,Argentina,Korea, Republic of,Brazil,Spain,Canada,Singapore,Chile,Croatia,Bosnia and Herzegovina,Turkey,South Africa,Bulgaria",347,"Early Breast Cancer,Inflammatory Breast Cancer,Locally Advanced Breast Cancer",2022-07-05,3
626,NCT05382299,Phase 3,Gilead Sciences,,"Carboplatin,Abraxane®,GS-0132,Paclitaxel,IMMU-132,nab-Paclitaxel,Sacituzumab Govitecan-hziy,Gemcitabine,Trodelvy™","Poland,Turkey,Brazil,Hungary,Belgium,Israel,Italy,Netherlands,Taiwan,United Kingdom,Romania,Mexico,China,Argentina,Hong Kong,Singapore,Australia,United States,Switzerland,Japan,Germany,Puerto Rico,Austria,Korea, Republic of,Spain,Canada,Chile,Malaysia,Czechia,South Africa,Slovakia,France",540,"Triple Negative Breast Cancer,PD-L1 Negative",2022-07-20,3
627,NCT05274048,Phase 1,Fox Chase Cancer Center,"National Comprehensive Cancer Network,Puma Biotechnology, Inc.","Neratinib Pill,Fam-Trastuzumab Deruxtecan-Nxki (TDxD)",United States,18,Gastric Cancer,2022-06-24,1
628,NCT02639091,Phase 1,Bayer,,"Cisplatin,BAY 94-9343,Pemetrexed","United States,Italy",36,Medical Oncology,2016-02-03,1
629,NCT02467946,"Phase 2,Phase 1",Centre Antoine Lacassagne,Millennium: The Takeda Oncology Company,"Adcetris-Levact,Bendamustine,Brentuximab Vedotin",France,60,"Clinical Efficacy,Safety",2016-01-14,2
630,NCT04893109,Phase 2,Dana-Farber Cancer Institute,"Genentech, Inc.","Kadcyla,trastuzumab-emtansine,Herceptin Hylecta,Paclitaxel,Onxal,Trastuzumab SC,Taxol,T-DM1",United States,500,"Breast Cancer,HER2-positive Breast Cancer",2021-06-16,2
631,NCT01565200,Phase 2,Jules Bordet Institute,Roche Pharma AG,"Zirconium 89 labelled trastuzumab,T-DM1,Trastuzumab-DM1,89Zr-trastuzumab","Netherlands,Belgium",90,HER-2 Positive Breast Cancer,2012-05-01,2
632,NCT03901339,Phase 3,Gilead Sciences,,"Vinorelbine,Eribulin,Capecitabine,GS-0132,IMMU-132,Sacituzumab Govitecan-hziy,Gemcitabine","Germany,Belgium,Italy,Spain,Canada,Netherlands,United States,United Kingdom,France",543,Metastatic Breast Cancer,2019-05-08,3
633,NCT03547973,Phase 2,Gilead Sciences,"Merck KGaA, Darmstadt, Germany","Carboplatin,KEYTRUDA®,Cisplatin,Pembrolizumab,Zimberelimab,Domvanalimab,BAVENCIO®,IMMU-132,Avelumab,Sacituzumab Govitecan-hziy,Gemcitabine,Trodelvy™","Germany,Italy,Korea, Republic of,Spain,Greece,Turkey,United States,United Kingdom,France",643,Metastatic Urothelial Cancer,2018-08-13,2
634,NCT00932373,Phase 1,"Genentech, Inc.",,trastuzumab-MCC-DM1,,54,Metastatic Breast Cancer,2006-04-01,1
635,NCT00928330,Phase 1,"Genentech, Inc.",,"Trastuzumab,trastuzumab-MCC-DM1,GDC-0941",United States,57,Metastatic Breast Cancer,2009-07-01,1
636,NCT03153163,Phase 1,Hoffmann-La Roche,,"Trastuzumab Emtansine,RO5304020",China,11,Breast Neoplasms,2017-06-20,1
637,NCT03102320,Phase 1,Bayer,"ImmunoGen, Inc.,MorphoSys AG","Cisplatin,Anetumab ravtansine (BAY94-9343),Gemcitabine","Belgium,Italy,Korea, Republic of,Spain,Canada,Netherlands,Singapore,Australia,United States,Switzerland,United Kingdom,France",173,Neoplasms,2017-05-26,1
638,NCT02999672,Phase 2,Hoffmann-La Roche,,"Trastuzumab Emtansine,Kadcyla","Netherlands,Slovakia,Italy,Spain",20,"Cholangiocellular Carcinoma,Pancreas Cancer,Bladder Cancer",2016-12-23,2
639,NCT02675829,Phase 2,Memorial Sloan Kettering Cancer Center,"Genentech, Inc.",ado-trastuzumab emtansine,United States,140,"Solid Tumor Cancers,Lung Cancer,Bladder Cancer,Urinary Tract Cancers",2016-02-01,2
640,NCT02658734,Phase 4,Hoffmann-La Roche,,Trastuzumab emtansine,India,70,"HER2 Positive Breast Cancer, Metastatic Breast Cancer, Locally Advanced Breast Cancer",2016-11-01,4
641,NCT02616965,Phase 1,Fox Chase Cancer Center,"Celgene Corporation,Seagen Inc.","Romidepsin,Brentuximab vedotin",United States,16,Cutaneous T-cell Lymphoma (CTCL),2017-02-22,1
642,NCT02574455,Phase 3,Gilead Sciences,,"Vinorelbine,Eribulin,Xeloda,Trodelvy®,Capecitabine,Navelbine,IMMU-132,Gemzar,Sacituzumab govitecan,Gemcitabine,Halaven","Germany,Belgium,Spain,Canada,United States,United Kingdom,France",529,Breast Cancer,2017-11-07,3
643,NCT02420873,Phase 2,M.D. Anderson Cancer Center,"ImmunoGen, Inc.",Lorvotuzumab Mertansine (IMGN901),United States,9,Leukemia,2015-05-12,2
644,NCT02390427,Phase 1,"Otto Metzger, MD","Genentech, Inc.","Taselisib,Pertuzumab,Trastuzumab,Trastuzumab emtansine,Perjeta,Kadcyla,Paclitaxel,GCD-0032,Onxal,T-DM1,Taxol,Herceptin",United States,68,"Recurrent Breast Cancer,Metastatic Breast Cancer",2015-04-20,1
645,NCT02289833,Phase 2,Hoffmann-La Roche,,"Trastuzumab Emtansine,Kadcyla, T-DM1","Germany,Poland,Italy,Korea, Republic of,Spain,United States,Switzerland",49,Non-Small Cell Lung Cancer,2014-12-15,2
646,NCT02254018,Phase 1,Boehringer Ingelheim,,bivatuzumab mertansine,,31,Head and Neck Neoplasms,2002-09-01,1
647,NCT02254005,Phase 1,Boehringer Ingelheim,,bivatuzumab mertansine,,24,Breast Neoplasms,2002-10-01,1
648,NCT02131064,Phase 3,Hoffmann-La Roche,,"Trastuzumab,Pertuzumab,Carboplatin,Perjeta®, RO4368451,Herceptin®,Trastuzumab Emtansine,Docetaxel,Kadcyla®, RO5304020","Russian Federation,Germany,Ukraine,Belgium,Korea, Republic of,Spain,Canada,Taiwan,United States,France",444,Breast Neoplasms,2014-06-25,3
649,NCT01904903,Phase 2,Medstar Health Research Institute,"Genentech, Inc.","Trastuzumab,Pertuzumab,Perjeta,Kadcyla,Herceptin,Ado Trastuzumab Emtansine",United States,31,"HER2 Positive Breast Cancer,Left Ventricular Function Systolic Dysfunction",2013-10-01,2
650,NCT04379596,Phase 2,AstraZeneca,"Daiichi Sankyo Company, Limited 3-5-1 Nihonbashihoncho, Chuo-ku, Tokyo","Biological: Pembrolizumab,Trastuzumab,Fluorouracil (5-FU),Cisplatin,Pembrolizumab,Drug: Oxaliplatin,Biological: Trastuzumab,Biological: Durvalumab,MEDI5752,MEDI4736,Biological: Rilvegostomig,Rilvegostomig,Drug: Capecitabine,Capecitabine,Drug: Fluorouracil (5-FU),Biological: Volrustomig,Oxaliplatin,Trastuzumab deruxtecan,DS-8201a,Drug: Trastuzumab deruxtecan,AZD2936,Volrustomig,Durvalumab,Drug: Cisplatin","Russian Federation,Germany,Poland,China,Italy,Korea, Republic of,Brazil,Spain,Canada,Netherlands,United Kingdom,Taiwan,United States,Japan",413,Gastric Cancer,2020-05-05,2
651,NCT01772472,Phase 3,Hoffmann-La Roche,"NSABP Foundation Inc,German Breast Group","trastuzumab,trastuzumab emtansine","Brazil,Belgium,Peru,Israel,Italy,Taiwan,Guatemala,United Kingdom,Panama,Mexico,China,Argentina,Hong Kong,Colombia,Ireland,Switzerland,Sweden,United States,Germany,Serbia,Austria,Spain,Canada,Greece,Turkey,Czechia,South Africa,France",1487,Breast Cancer,2013-04-03,3
652,NCT01702571,Phase 3,Hoffmann-La Roche,,"Trastuzumab Emtansine,RO5304020, T-DM1, Kadcyla","Poland,Estonia,Brazil,Iceland,Dominican Republic,Slovenia,Hungary,Belgium,Peru,Italy,Netherlands,Taiwan,Guatemala,Denmark,United Kingdom,Luxembourg,Panama,Mexico,China,Argentina,Norway,Hong Kong,Australia,Ireland,Finland,Bulgaria,Venezuela,Sweden,Germany,Ecuador,Austria,Indonesia,Portugal,Korea, Republic of,Thailand,Croatia,Canada,United Arab Emirates,Spain,Greece,Turkey,Slovakia,France",2185,Breast Cancer,2012-11-27,3
653,NCT01513083,Phase 1,Hoffmann-La Roche,,trastuzumab emtansine,"Italy,Spain,Canada,United States,France",28,Breast Cancer,2012-02-01,1
654,NCT01419197,Phase 3,Hoffmann-La Roche,,"Kadcyla,Trastuzumab emtansine,T-DM1,Treatment of physician's choice","Poland,Brazil,Czech Republic,Hungary,Belgium,India,Israel,Italy,United Kingdom,Norway,Australia,United States,Sweden,Switzerland,Russian Federation,Germany,Korea, Republic of,Thailand,Spain,Canada,Slovakia,France",602,Breast Cancer,2011-09-01,3
655,NCT06486441,Phase 3,Gilead Sciences,"European Network of Gynaecological Oncological Trial Groups (ENGOT),GOG Foundation","Doxorubicin,Adriamycin,GS-0132,Paclitaxel,Sacituzumab govitecan-hziy,Taxol,Trodelvy™",,520,Endometrial Cancer,2024-09-01,3
656,NCT01196052,Phase 2,Hoffmann-La Roche,,"Trastuzumab emtansine,T-DM1","Russian Federation,Germany,Belgium,Italy,Korea, Republic of,Spain,United States,France",153,Breast Cancer,2010-10-01,2
657,NCT01120184,Phase 3,Hoffmann-La Roche,"Genentech, Inc.","paclitaxel,docetaxel,pertuzumab-placebo,trastuzumab emtansine,pertuzumab,trastuzumab [Herceptin]","Poland,Turkey,Brazil,Bosnia and Herzegovina,Hungary,Belgium,Peru,Italy,North Macedonia,Taiwan,Guatemala,Denmark,United Kingdom,Romania,Panama,Mexico,Bahamas,Argentina,New Zealand,Colombia,Australia,United States,Switzerland,Japan,Sweden,Russian Federation,Germany,Austria,Portugal,Korea, Republic of,Thailand,Spain,Canada,Greece,Philippines,Malaysia,Czechia,France",1095,Breast Cancer,2010-07-31,3
658,NCT03552471,Phase 1,Ohio State University Comprehensive Cancer Center,"ImmunoGen, Inc.,Clovis Oncology, Inc.","8-Fluoro-2-{4-[(methylamino)methyl]phenyl}-1,3,4,5-tetrahydro-6H-azepino[5,4,3-cd]indol-6-one ((1S,4R)-7,7dimethyl-2-oxobicyclo[2.2.1]hept-1-yl)methanesulfonic Acid Salt,C0-338,Rucaparib Camsylate,Pharmacokinetic Study,Mirvetuximab Soravtansine,PHARMACOKINETIC,Rucaparib Phosphate,PK Study,Rubraca,M9346A-sulfo-SPDB-DM4,Laboratory Biomarker Analysis,IMGN853",United States,25,"Folate Receptor Alpha Positive,Recurrent Primary Peritoneal Carcinoma,Recurrent Ovarian Carcinoma,Recurrent Fallopian Tube Carcinoma,Recurrent Uterine Carcinosarcoma,Recurrent Uterine Corpus Carcinoma,BRCA1 Gene Mutation,Platinum Resistant Ovarian Cancer,Recurrent Uterine Serous Carcinoma,BRCA2 Gene Mutation",2018-07-12,1
659,NCT00991562,Phase 1,"ImmunoGen, Inc.",,"IMGN901,huN901-DM1,BB-10901",United States,50,Multiple Myeloma,2009-12-01,1
660,NCT00951665,"Phase 2,Phase 1","Genentech, Inc.",,"trastuzumab emtansine [Kadcyla],pertuzumab [Perjeta],paclitaxel",United States,107,Metastatic Breast Cancer,2009-08-01,2
661,NCT00943670,Phase 2,"Genentech, Inc.",,"PERJETA™,pertuzumab,trastuzumab-MCC-DM1,Trastuzumab emtansine [Kadcyla],T-DM1",,51,Metastatic Breast Cancer,2009-07-01,2
662,NCT00934856,"Phase 2,Phase 1",Hoffmann-La Roche,,"Docetaxel,Trastuzumab emtansine,T-DM1,Pertuzumab","France,United States,United Kingdom,Spain",98,Breast Cancer,2009-07-01,2
663,NCT00882102,Phase 2,M.D. Anderson Cancer Center,Eisai Inc.,"Decitabine,Mylotarg®,Gemtuzumab ozogamicin,Dacogen®",United States,43,"Myelodysplastic Syndrome,Acute Myelogenous Leukemia",2009-04-01,2
664,NCT00875979,"Phase 2,Phase 1",Hoffmann-La Roche,Roche Pharma AG,"Trastuzumab emtansine [Kadcyla] 3.6 mg/kg,Perjeta,Pertuzumab 420 mg,Trastuzumab emtansine [Kadcyla] 3.0 mg/kg,trastuzumab-MCC-DM1,T-DM1,trastuzumab-DM1","Germany,Belgium,Italy,Spain,Canada,United States,France",67,Metastatic Breast Cancer,2009-05-01,2
665,NCT03334617,Phase 2,AstraZeneca,,"Drug: cediranib,Drug: Oleclumab,Drug: Olaparib,Vistusertib,Drug: Durvalumab,Drug: trastuzumab deruxtecan,cediranib,Drug: Vistusertib,Drug: AZD9150,AZD6738 (ceralasertib) (240 mg or 160 mg),Drug: AZD6738,AZD6738 (ceralasertib) 7 days monotherapy,AZD9150,Drug: AZD6738 (ceralasertib),Olaparib,trastuzumab deruxtecan,AZD6738,Drug: AZD6738 (ceralasertib) 7 days monotherapy,Drug: AZD6738 (ceralasertib) (240 mg or 160 mg),AZD6738 (ceralasertib),Durvalumab,Oleclumab","Germany,Austria,Israel,Korea, Republic of,Spain,Canada,United States,France",531,Non-Small Cell Lung Cancer,2017-09-22,2
666,NCT00766116,"Phase 2,Phase 1","University of California, San Diego","Celgene Corporation,Pfizer","5-Azacitidine,Gemtuzumab ozogamicin,Vidaz,Mylotarg",United States,50,Acute Myeloid Leukemia,2005-07-01,2
667,NCT00679341,Phase 2,Hoffmann-La Roche,,"Trastuzumab,Taxotere,Docetaxel,trastuzumab-MCC-DM1,Trastuzumab emtansine [Kadcyla],trastuzumab-DM1,Herceptin,T-DM1",,137,Breast Cancer,2008-09-01,2
668,NCT00679211,Phase 2,"Genentech, Inc.",,"Trastuzumab-MCC-DM1,Trastuzumab emtansine [Kadcyla],T-DM1",,110,Metastatic Breast Cancer,2008-08-01,2
669,NCT00509769,Phase 2,"Genentech, Inc.",,"trastuzumab-MCC-DM1,Trastuzumab emtansine [Kadcyla],trastuzumab-DM1,T-DM1",United States,112,Metastatic Breast Cancer,2007-07-01,2
670,NCT03032107,Phase 1,Dana-Farber Cancer Institute,Merck Sharp & Dohme LLC,"Pembrolizumab,T-DM1,Keytruda,Trastuzumab emtansine",United States,27,Breast Cancer,2017-02-17,1
671,NCT02927769,Phase 2,Bristol-Myers Squibb,Seagen Inc.,"Opdivo,Nivolumab,BMS-936558,brentuximab vedotin,bendamustine","Germany,Poland,United States,Italy,Spain,Canada,Netherlands,Czechia,Ireland,United Kingdom,France",72,Hodgkin Disease,2017-03-28,2
672,NCT04873362,Phase 3,Hoffmann-La Roche,,"Trastuzumab,Placebo,Atezolizumab,Kadcyla, T-DM1, RO5304020,Trastuzumab Emtansine,Tecentriq, RO5541267, MPDL3280A,Herceptin","Poland,Brazil,Dominican Republic,Vietnam,Hungary,Belgium,India,Italy,Taiwan,Denmark,United Kingdom,Romania,Ukraine,Mexico,China,Argentina,New Zealand,Hong Kong,Singapore,Australia,Bulgaria,United States,Russian Federation,Germany,Kenya,Austria,Uganda,Portugal,Korea, Republic of,Thailand,Spain,Greece,Turkey,Czechia,South Africa,France",1150,Breast Cancer,2021-05-04,3
673,NCT04740918,Phase 3,Hoffmann-La Roche,,"Placebo,Atezolizumab,Kadcyla, T-DM1, RO5304020,Trastuzumab Emtansine,Tecentriq, RO5541267, MPDL3280A","Poland,Brazil,Slovenia,Italy,United Kingdom,China,Norway,Colombia,Australia,Finland,United States,Russian Federation,Portugal,Korea, Republic of,Croatia,Canada,Spain,Greece,Philippines,Turkey,France",96,Metastatic Breast Cancer,2021-06-07,3
674,NCT05673928,Phase 2,M.D. Anderson Cancer Center,"Genentech, Inc.,Seagen Inc.","Trastuzumab emtansine,Tucatinib,Kadcyla,Trastuzumab-MCC-DM1,ONT-380,ado-trastuzumab emtansine,T-DM1,ARRY-380",United States,30,"Brain Metastases,Metastatic Solid Tumor",2023-05-16,2
675,NCT02924883,Phase 2,Hoffmann-La Roche,,"Placebo,Trastuzumab emtansine,Atezolizumab,Kadcyla®, T-DM1, RO5304020,Tecentriq, RO5541267, MPDL3280A","Germany,Italy,Korea, Republic of,Spain,Canada,Taiwan,Australia,United States,United Kingdom",202,Metastatic Breast Cancer,2016-09-26,2
676,NCT05323955,Phase 2,"Carey Anders, M.D.",Seagen Inc.,"Trastuzumab,Pertuzumab,Perjeta,Tucatinib,Trastuzumab Emtansine (T-DM1),Tukysa,Herceptin",United States,48,"Brain Metastases,Advanced Breast Cancer,Human Epidermal Growth Factor 2 Positive Carcinoma of Breast",2023-03-23,2
677,NCT02751918,Phase 1,Bayer,,"Anetumab ravtansine (BAY94-9343),Pegylated Liposomal Doxorubicin","Moldova, Republic of,United States,Spain,Belgium",65,Ovarian Neoplasms,2016-06-08,1
678,NCT05183035,Phase 3,"LLS PedAL Initiative, LLC","Roche-Genentech,AbbVie,Princess Maxima Center for Pediatric Oncology (European Sponsor),EuPAL","Gemtuzumab Ozogamicin,Fludarabine,Venetoclax,Cytarabine,Azacitidine","Switzerland,Austria,Belgium,Israel,Italy,Portugal,United States,Spain,Canada,Netherlands,Norway,Czechia,New Zealand,Australia,Finland,Sweden,Denmark,France",98,Acute Myeloid Leukemia,2022-10-01,3
679,NCT05048797,Phase 3,AstraZeneca,Daiichi Sankyo,"Carboplatin,DS-8201a; T-DXd,Cisplatin,Pembrolizumab,Pemetrexed,Trastuzumab Deruxtecan","Poland,Brazil,Belgium,India,Italy,Netherlands,Taiwan,Denmark,Mexico,China,Hong Kong,United States,Japan,Germany,Austria,Korea, Republic of,Spain,Canada,Turkey,France",450,Locally Advanced or Metastatic Non-Small Cell Lung Cancer,2021-10-28,3
680,NCT04833114,Phase 3,GWT-TUD GmbH,Hoffmann-La Roche,"Polatuzumab Vedotin,Carboplatin,Mabthera,Ifosfamide,Etoposide","Germany,Austria,United Kingdom,Spain",334,"Refractory Diffuse Large B-Cell Lymphoma,Relapsed Diffuse Large B-cell Lymphoma",2021-04-30,3
681,NCT04457596,Phase 3,Alliance for Clinical Trials in Oncology,"Seagen Inc.,National Cancer Institute (NCI)","Questionnaire Administration,Tucatinib,Quality-of-Life Assessment,Trastuzumab Emtansine,Placebo Administration","Canada,United States,Puerto Rico",1031,"Prognostic Stage III Breast Cancer AJCC v8,Anatomic Stage IIIA Breast Cancer AJCC v8,Anatomic Stage III Breast Cancer AJCC v8,Anatomic Stage IIIB Breast Cancer AJCC v8,Synchronous Bilateral Breast Carcinoma,Prognostic Stage IIIC Breast Cancer AJCC v8,Prognostic Stage IA Breast Cancer AJCC v8,Multifocal Breast Carcinoma,Prognostic Stage I Breast Cancer AJCC v8,Anatomic Stage IIA Breast Cancer AJCC v8,Anatomic Stage IA Breast Cancer AJCC v8,Anatomic Stage IIB Breast Cancer AJCC v8,Prognostic Stage IIIA Breast Cancer AJCC v8,Prognostic Stage II Breast Cancer AJCC v8,HER2 Positive Breast Carcinoma,Invasive Breast Carcinoma,Prognostic Stage IB Breast Cancer AJCC v8,Anatomic Stage IIIC Breast Cancer AJCC v8,Prognostic Stage IIB Breast Cancer AJCC v8,Prognostic Stage IIA Breast Cancer AJCC v8,Prognostic Stage IIIB Breast Cancer AJCC v8,Anatomic Stage II Breast Cancer AJCC v8",2021-01-06,3
682,NCT01976169,Phase 1,University of Texas Southwestern Medical Center,"University of Pennsylvania,Pfizer","KADCYLA=T-DM1,PD-0332991 and T-DM1,Palbociclib=PD-0332991",United States,29,Advanced Breast Cancer,2014-01-24,1
683,NCT01562990,"Phase 2,Phase 1",The Lymphoma Academic Research Organisation,Pfizer,"Rituximab, CMC544, Gemcitabine and Oxaliplatine","France,Belgium",11,Diffuse Large B-Cell Lymphoma,2012-12-01,2
684,NCT06389006,Phase 2,"RemeGen Co., Ltd.",,"Disitamab Vedotin for Injection,Epirubicin,JS001,Toripalimab,RC48,CTX,Cyclophosphamide",China,79,Breast Cancer,2024-04-29,2
685,NCT06100705,Phase 2,Yale University,Dendreon,"Sipuleucel-T,Testosterone Cypionate,Provenge,DEPO-Testosterone",United States,26,Metastatic Castration-resistant Prostate Cancer,2023-12-20,2
686,NCT00781612,Phase 2,"Genentech, Inc.",Hoffmann-La Roche,"Trastuzumab,Pertuzumab,Perjeta,Atezolizumab,Kadcyla; T-DM1,Tecentriq,Paclitaxel,Docetaxel,Trastuzumab Emtansine,Herceptin","Poland,Brazil,Slovenia,Hungary,Belgium,Peru,Israel,Italy,North Macedonia,Taiwan,Guatemala,Denmark,United Kingdom,Panama,Mexico,China,New Zealand,Norway,Hong Kong,Singapore,Australia,Bulgaria,Switzerland,Japan,Sweden,United States,Russian Federation,Germany,Austria,Portugal,Korea, Republic of,Thailand,Croatia,Canada,Spain,Chile,Philippines,Czechia,France",720,Neoplasm Metastasis,2008-10-16,2
687,NCT05382286,Phase 3,Gilead Sciences,Merck Sharp & Dohme LLC,"Carboplatin,KEYTRUDA®,Pembrolizumab,Abraxane®,GS-0132,Paclitaxel,IMMU-132,nab-Paclitaxel,Gemzar,Sacituzumab Govitecan-hziy,Taxol®,Gemcitabine,Trodelvy™","Poland,Turkey,Brazil,Hungary,Belgium,Israel,Italy,Netherlands,Taiwan,United Kingdom,Mexico,Argentina,Hong Kong,Singapore,Australia,United States,Switzerland,Japan,Germany,Puerto Rico,Austria,Korea, Republic of,Spain,Canada,Chile,Malaysia,Czechia,South Africa,France",440,"PD-L1 Positive,Triple Negative Breast Cancer",2022-07-25,3
688,NCT02686346,"Phase 2,Phase 1",The Lymphoma Academic Research Organisation,"Millennium Pharmaceuticals, Inc.","BV,SGN35,Brentuximab Vedotin,Ifosfamide,Carboplatine,Etoposide","France,Belgium",53,Hodgkin Disease,2016-03-01,2
689,NCT00037596,Phase 2,Wyeth is now a wholly owned subsidiary of Pfizer,,"cytarabine.,Gemtuzumab Ozogamicin",,,Acute Myeloid Leukemia,2000-08-01,2
690,NCT03869190,"Phase 2,Phase 1",Hoffmann-La Roche,"Gilead Sciences, Inc., GlaxoSmithKline plc, Seattle Genetics and Astellas","Enfortumab Vedotin,Atezolizumab,Cisplatin,Magrolimab (Hu5F9-G4),Sacituzumab Govitecan,Tiragolumab,Niraparib,Gemcitabine,Tocilizumab","Korea, Republic of,Spain,Greece,Taiwan,United States,United Kingdom,France",645,"Bladder Cancer,Urothelial Carcinoma",2019-06-01,2
691,NCT02505269,Phase 2,Massachusetts General Hospital,Seagen Inc.,"Doxorubicin,DTIC-Dome®,DIC,Adcetris,Rubex ®,Adriamycin,Imidazole Carboxamide,Dacarbazine,Brentuximab Vedotin,DTIC",United States,34,Hodgkin Lymphoma,2015-08-07,2
